district,wall_material,status,balcony,area_kitchen,area_living,area,room,floor,superficiality,type_build,price
Сихівський,nan,nan,nan,nan,nan,40,1,6,10,nan,17700
Личаківський,nan, люкс,nan,nan,nan,76,1,4,8,nan,19300
Галицький, цегла,nan,2,nan,nan,60,3,3,5,nan,13000
Сихівський,nan, люкс,nan,nan,nan,53,1,8,10,nan,13800
Залізничний, цегла, середній,nan,5,17,29,1,7,9, Готелька,7000
Шевченківський,nan, відмінний,nan,nan,nan,53,2,2,5,nan,13800
Сихівський, цегла, відмінний,1,nan,nan,45,1,4,9,nan,13000
Шевченківський,nan, люкс,nan,nan,nan,57,2,1,7,nan,21200
Личаківський, цегла, люкс,1,nan,nan,44,1,3,3, Австрійський,12000
Франківський,nan, відмінний,nan,nan,nan,55,2,4,5,nan,12500
Личаківський,nan,nan,nan,nan,nan,54,2,8,10,nan,16600
Галицький,nan,nan,nan,nan,nan,55,2,3,4,nan,16000
Шевченківський,nan, люкс,3,nan,nan,77,2,2,15,nan,25000
Шевченківський, панель, відмінний,2,10,nan,68,3,2,9, Чешка,2691000
Франківський,nan, відмінний,nan,nan,nan,45,1,10,10,nan,14500
Шевченківський,nan, відмінний,nan,nan,nan,30,1,2,4,nan,8000
Шевченківський, цегла, відмінний,1,15,34,73,2,5,9,nan,25000
Личаківський, цегла, потребує ремонту,1,8,nan,75,3,1,2, Особняк,8500
Сихівський, цегла, відмінний,1,nan,nan,50,1,3,10,nan,17300
Галицький, цегла, відмінний,1,nan,nan,68,2,4,4, Австрійський,21200
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський,nan, відмінний,1,nan,nan,65,2,2,10,nan,22300
Сихівський,nan, відмінний,nan,nan,nan,50,2,4,9,nan,10500
Сихівський,nan,nan,nan,nan,nan,50,2,6,10,nan,17300
Галицький, цегла, відмінний,1,nan,nan,38,1,3,4, Австрійський люкс,10000
Залізничний,nan,nan,nan,nan,nan,45,1,3,10,nan,15400
Сихівський, цегла, середній,2,9,nan,72,3,2,9, Чешка,12000
Сихівський, цегла, люкс,1,nan,nan,45,1,7,10,nan,17300
Франківський,nan, відмінний,nan,nan,nan,48,1,4,9,nan,15000
Галицький, цегла, відмінний,1,12,20,45,1,12,16,nan,17300
Галицький, цегла, відмінний,1,nan,nan,55,2,3,3, Польський,18000
Галицький,nan, середній,nan,nan,nan,40,1,3,3, Польський,9500
Франківський, цегла, середній,1,12,38,65,2,4,4, Польський люкс,12000
Сихівський, цегла, люкс,1,16,45,79,2,10,16,nan,17000
Франківський,nan, відмінний,nan,nan,nan,50,1,9,9,nan,15000
Галицький, цегла, люкс,1,nan,nan,88,3,1,3, Австрійський люкс,25000
Галицький,nan, люкс,nan,nan,nan,120,4,9,10,nan,38500
Шевченківський, цегла, люкс,1,nan,nan,50,2,7,10,nan,22000
Галицький, цегла, відмінний,nan,30,nan,62,2,4,4, Австрійський,46200
Сихівський, цегла, відмінний,1,nan,nan,84,2,3,9,nan,17000
Шевченківський,nan,nan,nan,13,22,48,2,7,10,nan,21200
Сихівський,nan, люкс,1,nan,nan,155,4,9,10,nan,76900
Шевченківський,nan,nan,nan,nan,nan,45,1,3,10,nan,20000
Сихівський,nan,nan,nan,nan,nan,130,2,8,10,nan,36600
Франківський,nan, відмінний,nan,nan,nan,60,1,9,12,nan,26300
Шевченківський,nan,nan,nan,nan,nan,58,1,2,4, Австрійський,21200
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський,nan, відмінний,nan,nan,nan,64,2,3,9,nan,19300
Шевченківський,nan,nan,nan,nan,nan,40,1,4,9,nan,15400
Личаківський,nan,nan,nan,nan,nan,78,2,1,2,nan,11600
Франківський,nan,nan,nan,nan,nan,30,2,1,4,nan,12000
Шевченківський,nan,nan,nan,nan,nan,48,1,7,10,nan,15000
Сихівський,nan, відмінний,nan,nan,nan,47,2,2,4,nan,12000
Галицький, цегла, відмінний,1,6,nan,43,2,3,5,nan,12000
Сихівський,nan,nan,nan,nan,nan,60,2,3,10,nan,23100
Галицький, цегла, люкс,nan,5,nan,30,1,3,4, Австрійський,17000
Франківський, цегла, відмінний,1,6,nan,45,2,3,5,nan,19300
Сихівський,nan, відмінний,1,10,36,52,2,4,9, Чешка,11000
Шевченківський,nan, люкс,nan,17,nan,40,1,5,6,nan,14000
Сихівський,nan,nan,nan,nan,nan,40,1,3,10,nan,16400
Франківський, цегла, відмінний,nan,6,nan,23,1,4,16,nan,13500
Шевченківський,nan,nan,nan,nan,nan,60,2,1,2,nan,15000
Залізничний, цегла, відмінний,nan,8,nan,48,2,3,3,nan,15000
Шевченківський,nan,nan,nan,nan,nan,70,2,5,9,nan,23100
Залізничний,nan, відмінний,nan,nan,nan,61,4,4,5,nan,13500
Залізничний, цегла, відмінний,1,16,nan,50,2,1,5,nan,15000
Личаківський,nan,nan,nan,nan,nan,90,3,1,2,nan,28900
Сихівський, цегла, відмінний,1,12,nan,80,2,3,5,nan,19300
Шевченківський,nan,nan,nan,nan,nan,70,2,5,9,nan,23100
Шевченківський,nan, відмінний,nan,nan,nan,40,1,5,6,nan,14000
Шевченківський,nan,nan,nan,nan,nan,70,2,2,2,nan,11000
Франківський,nan, відмінний,nan,22,nan,54,1,15,16,nan,15000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Сихівський,nan,nan,nan,nan,nan,70,2,10,10,nan,21200
Франківський, цегла, відмінний,nan,6,nan,28,1,9,17,nan,15000
Залізничний, цегла, середній,nan,nan,nan,25,1,1,3, Австрійський,9000
Франківський,nan,nan,nan,nan,nan,65,2,2,3,nan,19300
Залізничний,nan, відмінний,nan,nan,nan,22,1,2,2,nan,12000
Сихівський, цегла, відмінний,1,18,nan,40,1,6,10,nan,17300
Личаківський,nan,nan,nan,nan,nan,44,1,3,3,nan,13500
Личаківський,nan,nan,nan,nan,nan,46,1,3,3,nan,13500
Шевченківський, цегла, відмінний,1,23,nan,73,2,2,10,nan,21200
Франківський,nan,nan,nan,nan,nan,56,1,10,12,nan,16000
Франківський,nan,nan,nan,nan,nan,52,2,8,9,nan,10000
Личаківський,nan, відмінний,3,nan,nan,90,3,6,7,nan,38500
Шевченківський,nan, відмінний,nan,nan,nan,45,1,2,4,nan,21200
Шевченківський,nan, відмінний,nan,15,nan,60,2,7,11,nan,23100
Личаківський,nan,nan,nan,nan,nan,50,1,8,10,nan,19300
Сихівський, панель, відмінний,1,9,nan,70,3,9,10, Чешка,2960000
Франківський, цегла, люкс,1,nan,nan,72,2,2,10,nan,16000
Залізничний,nan,nan,nan,nan,nan,40,1,8,12,nan,10000
Шевченківський,nan, відмінний,nan,nan,nan,70,2,14,15,nan,17300
Франківський, цегла, відмінний,1,10,nan,45,1,5,16,nan,17300
Личаківський,nan,nan,nan,nan,nan,60,3,2,5,nan,15000
Шевченківський,nan, відмінний,nan,17,23,40,1,5,6,nan,14000
Личаківський, цегла, відмінний,1,20,nan,64,1,7,10,nan,16200
Личаківський,nan, люкс,1,nan,nan,40,1,3,5,nan,15400
Шевченківський,nan, люкс,nan,nan,nan,40,1,4,10,nan,15000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Сихівський, панель, відмінний,2,12,55,80,3,6,9, Чешка,11000
Сихівський,nan,nan,nan,nan,nan,45,1,9,10,nan,15400
Залізничний,nan,nan,nan,nan,nan,20,1,2,2,nan,10000
Галицький, цегла,nan,2,nan,nan,135,4,3,4, Австрійський,30800
Залізничний,nan,nan,nan,nan,nan,35,1,1,14,nan,10000
Шевченківський,nan,nan,nan,nan,nan,50,1,1,2,nan,12000
Залізничний, цегла, відмінний,1,15,nan,56,2,7,10,nan,21200
Шевченківський,nan, середній,nan,nan,nan,38,1,4,7,nan,17300
Личаківський, цегла, відмінний,1,15,25,43,1,6,6,nan,19300
Сихівський,nan,nan,nan,nan,nan,55,2,3,3,nan,15000
Сихівський,nan,nan,nan,nan,nan,50,1,9,24,nan,21200
Шевченківський, цегла, відмінний,1,15,nan,46,1,8,9,nan,10500
Личаківський, цегла, відмінний,nan,12,35,50,2,5,5, Будівля старого Львова,15000
Шевченківський,nan,nan,nan,nan,nan,45,1,10,16,nan,19300
Франківський,nan, люкс,1,nan,nan,90,2,6,14,nan,25000
Залізничний, цегла, відмінний,1,9,nan,52,2,12,14,nan,13500
Личаківський, цегла, відмінний,nan,12,35,65,2,1,2, Будівля старого Львова,16000
Франківський, цегла, відмінний,nan,27,nan,50,1,8,16,nan,27000
Залізничний, цегла, відмінний,1,5,nan,29,1,1,4,nan,9900
Шевченківський,nan, відмінний,nan,nan,nan,55,1,9,10,nan,23100
Личаківський, цегла, середній,nan,12,35,50,2,1,2, Будівля старого Львова,13000
Шевченківський,nan, люкс,nan,nan,nan,50,1,8,10,nan,17300
Галицький,nan, відмінний,nan,nan,nan,26,1,3,4,nan,307500
Сихівський, цегла, відмінний,2,14,nan,80,3,4,5,nan,15400
Франківський,nan,nan,nan,nan,nan,29,1,7,9,nan,10000
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Шевченківський,nan, відмінний,nan,18,nan,100,3,3,10,nan,25000
Франківський,nan, відмінний,nan,nan,nan,57,1,3,14,nan,18000
Франківський, цегла, люкс,nan,18,35,68,2,10,10,nan,25000
Сихівський,nan, люкс,nan,nan,nan,90,2,2,3,nan,17300
Галицький,nan,nan,nan,nan,nan,55,1,2,3,nan,19300
Франківський,nan, середній,nan,nan,nan,27,1,2,5,nan,7500
Залізничний, цегла, відмінний,nan,7,28,35,1,1,14,nan,9000
Сихівський, цегла, відмінний,1,8,nan,38,1,5,10,nan,14000
Личаківський, цегла, відмінний,1,20,14,43,1,6,8,nan,14700
Галицький, цегла, відмінний,nan,nan,nan,80,2,4,4, Австрійський,21200
Шевченківський,nan,nan,nan,nan,nan,55,2,2,9,nan,16000
Сихівський,nan, відмінний,1,18,nan,40,1,6,10,nan,17300
Шевченківський,nan, люкс,nan,nan,nan,73,2,2,9,nan,25000
Личаківський, цегла, люкс,1,13,13,30,1,3,3, Будівля старого Львова,15400
Залізничний,nan,nan,nan,nan,nan,45,2,2,5,nan,14000
Галицький, цегла, люкс,nan,nan,nan,30,1,1,3, Австрійський люкс,14500
Франківський, цегла, відмінний,1,nan,nan,80,2,3,6,nan,27000
Галицький,nan,nan,nan,nan,nan,80,2,2,3,nan,17300
Сихівський,nan, середній,nan,nan,nan,54,2,2,9,nan,9000
Шевченківський,nan,nan,nan,nan,nan,46,1,8,9,nan,10500
Личаківський,nan, відмінний,nan,nan,nan,45,1,3,10,nan,15400
Шевченківський, цегла, люкс,3,nan,nan,99,3,8,12,nan,32700
Залізничний,nan, відмінний,nan,nan,nan,56,2,7,10,nan,21200
Галицький,nan, люкс,1,nan,nan,43,1,2,3, Австрійський,27000
Шевченківський,nan,nan,nan,nan,nan,70,2,5,9,nan,26300
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Франківський, цегла, відмінний,2,nan,nan,72,2,2,10,nan,16000
Шевченківський,nan, люкс,nan,nan,nan,45,1,7,12,nan,21200
Галицький,nan, відмінний,nan,nan,nan,43,1,3,4, Австрійський,18500
Сихівський,nan, відмінний,nan,nan,nan,80,2,2,3,nan,17300
Франківський,nan, відмінний,nan,nan,nan,73,3,7,10,nan,20000
Франківський, цегла, відмінний,1,nan,nan,80,2,3,6,nan,27000
Сихівський, цегла, люкс,1,115,175,39,1,6,7,nan,13500
Франківський,nan, відмінний,nan,nan,nan,58,2,7,12,nan,20000
Личаківський,nan, відмінний,nan,nan,nan,40,1,3,4, Польський,17300
Франківський, цегла, відмінний,1,12,20,45,1,12,16,nan,17300
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Польський,14000
Сихівський,nan,nan,nan,nan,nan,48,2,4,9,nan,14000
Франківський,nan, відмінний,1,nan,nan,100,3,10,11,nan,30800
Франківський,nan,nan,nan,nan,nan,75,2,8,14,nan,21200
Шевченківський,nan, відмінний,1,nan,nan,40,1,4,7,nan,17300
Франківський,nan, люкс,nan,8,nan,28,1,9,17,nan,15000
Франківський,nan, відмінний,nan,nan,nan,45,1,4,12,nan,15000
Шевченківський,nan,nan,nan,nan,nan,43,1,8,9,nan,10500
Франківський,nan,nan,nan,nan,nan,45,1,9,10,nan,21200
Сихівський, цегла, люкс,2,10,nan,70,3,7,9, Чешка,16000
Шевченківський,nan, відмінний,nan,nan,nan,48,1,2,9,nan,15400
Галицький, цегла, люкс,1,25,nan,80,3,2,7,nan,27000
Сихівський,nan, відмінний,1,nan,nan,54,1,15,16,nan,15000
Сихівський,nan, відмінний,nan,nan,nan,150,5,9,10,nan,27000
Франківський,nan, відмінний,nan,nan,nan,46,1,6,10,nan,17300
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Шевченківський, цегла, відмінний,1,25,25,50,1,4,11,nan,16000
Личаківський, цегла, відмінний,1,17,50,97,3,1,5,nan,25000
Сихівський,nan,nan,nan,nan,nan,63,3,4,9,nan,13000
Шевченківський,nan,nan,nan,nan,nan,30,1,6,9,nan,9500
Залізничний,nan, середній,nan,6,20,26,1,1,3, Польський,9000
Шевченківський, цегла, відмінний,1,20,60,80,3,7,7,nan,34600
Залізничний, цегла, відмінний,nan,16,nan,65,2,1,1, Особняк,15400
Франківський,nan, відмінний,nan,nan,nan,60,2,5,12,nan,16200
Шевченківський,nan,nan,nan,nan,nan,73,2,2,10,nan,21200
Франківський, цегла, відмінний,nan,nan,nan,36,1,2,5, Хрущовка,11500
Шевченківський, цегла, відмінний,1,14,35,70,2,4,6,nan,23100
Шевченківський,nan, відмінний,nan,nan,nan,86,3,5,7,nan,46200
Франківський,nan,nan,nan,nan,nan,125,3,3,10,nan,25000
Сихівський, цегла, люкс,1,nan,nan,48,1,4,6,nan,19300
Шевченківський, цегла, відмінний,1,15,35,70,2,4,9,nan,23100
Шевченківський,nan, відмінний,nan,nan,nan,17,2,3,9,nan,3000
Залізничний,nan,nan,nan,nan,nan,12,1,3,5,nan,4000
Шевченківський,nan,nan,nan,nan,nan,65,1,3,11,nan,23100
Сихівський,nan,nan,nan,nan,nan,75,2,1,10,nan,21200
Франківський,nan, відмінний,nan,nan,nan,58,1,4,10,nan,21200
Галицький,nan,nan,nan,nan,nan,38,1,3,3,nan,23100
Личаківський, цегла, відмінний,1,18,42,70,2,10,10,nan,25000
Залізничний,nan,nan,nan,nan,nan,35,1,1,14,nan,9000
Франківський,nan,nan,nan,9,16,51,1,4,9,nan,3500
Франківський,nan, люкс,nan,nan,nan,44,1,5,7,nan,19300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Шевченківський,nan, відмінний,nan,nan,nan,61,2,4,7,nan,23100
Франківський,nan,nan,nan,nan,nan,75,2,3,10,nan,23100
Франківський,nan, люкс,nan,nan,nan,72,2,4,7,nan,28900
Сихівський,nan, люкс,nan,nan,nan,45,1,2,9,nan,21200
Галицький,nan, відмінний,1,6,31,37,1,2,5,nan,15400
Галицький, цегла, люкс,1,nan,nan,43,1,7,10,nan,12500
Шевченківський,nan, люкс,nan,nan,nan,40,1,3,6,nan,25000
Шевченківський,nan,nan,nan,nan,nan,50,1,4,9,nan,19300
Сихівський,nan, люкс,2,nan,nan,47,1,6,6,nan,23100
Шевченківський,nan,nan,nan,nan,nan,52,1,3,6,nan,15000
Галицький,nan, відмінний,nan,14,46,60,2,11,11,nan,19500
Залізничний,nan,nan,nan,nan,nan,101,3,5,5,nan,25000
Залізничний,nan, відмінний,nan,nan,nan,40,1,7,9, Чешка,10000
Сихівський, цегла, відмінний,1,18,50,75,2,4,10,nan,17300
Шевченківський,nan,nan,nan,nan,nan,120,4,9,10,nan,38500
Франківський,nan,nan,nan,nan,nan,65,1,1,7,nan,15400
Шевченківський, цегла, відмінний,1,13,42,55,1,11,12,nan,23100
Галицький,nan,nan,nan,nan,nan,30,1,3,3,nan,14000
Шевченківський,nan, відмінний,nan,nan,nan,48,2,3,3,nan,15000
Шевченківський,nan,nan,nan,nan,nan,120,3,9,10,nan,38500
Шевченківський,nan,nan,nan,nan,nan,70,2,8,10,nan,19300
Шевченківський, цегла, відмінний,1,14,26,40,1,2,12,nan,21200
Франківський,nan, відмінний,nan,nan,nan,63,2,10,17,nan,18200
Франківський,nan,nan,nan,nan,nan,50,2,1,5,nan,7500
Франківський, цегла, відмінний,1,nan,nan,38,1,1,9, Чешка,8500
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Личаківський,nan, люкс,1,nan,nan,104,3,5,10,nan,27000
Франківський, цегла, люкс,1,19,42,61,2,9,12,nan,25000
Залізничний, цегла, відмінний,1,25,40,84,2,4,6,nan,34600
Шевченківський, цегла, відмінний,1,nan,nan,48,1,2,4, Австрійський,21200
Галицький, цегла, відмінний,1,8,nan,37,1,2,5,nan,15400
Галицький, цегла, відмінний,nan,30,15,62,2,4,4,nan,46200
Галицький,nan, відмінний,nan,nan,nan,50,2,2,3, Австрійський,15000
Шевченківський, цегла, відмінний,1,nan,nan,47,2,2,9, Чешка,9000
Франківський, цегла, відмінний,1,11,43,60,2,2,2,nan,27500
Галицький, цегла, люкс,1,nan,nan,90,3,2,5, Австрійський люкс,29000
Галицький,nan, відмінний,nan,nan,nan,40,1,2,10,nan,19300
Франківський,nan, відмінний,1,8,58,66,3,3,3,nan,18000
Залізничний, цегла,nan,nan,nan,nan,40,1,3,3,nan,14300
Залізничний,nan,nan,nan,nan,nan,60,1,1,3,nan,23100
Шевченківський,nan, відмінний,nan,nan,nan,60,1,7,9, Чешка,4600
Франківський, цегла, відмінний,1,6,58,90,3,2,3,nan,19300
Галицький,nan, відмінний,nan,nan,nan,40,1,2,2, Особняк,11600
Сихівський,nan, відмінний,nan,21,nan,46,1,2,9,nan,13000
Шевченківський,nan,nan,nan,nan,nan,35,1,5,10,nan,17300
Франківський, цегла, відмінний,1,23,40,63,1,8,12,nan,18500
Сихівський,nan, відмінний,nan,17,20,45,1,2,10,nan,14500
Шевченківський,nan,nan,2,nan,nan,72,2,6,10,nan,34600
Франківський,nan, відмінний,nan,22,26,48,1,7,10,nan,17300
Шевченківський, цегла, середній,nan,7,12,25,1,1,2, Особняк,6000
Личаківський, цегла, відмінний,1,15,42,65,2,7,10,nan,576600
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький,nan,nan,1,nan,nan,74,2,6,10,nan,46200
Шевченківський,nan, середній,nan,7,14,48,1,4,8, Чешка,4000
Шевченківський,nan,nan,1,nan,nan,65,2,5,7,nan,30800
Шевченківський, цегла, середній,nan,nan,nan,27,1,1,2, Особняк,6000
Сихівський,nan, відмінний,nan,nan,nan,45,1,3,9,nan,14000
Шевченківський,nan,nan,1,nan,nan,65,2,6,10,nan,15000
Галицький,nan,nan,nan,nan,nan,65,2,2,3,nan,16500
Франківський,nan,nan,nan,nan,nan,50,2,1,2,nan,13500
Франківський, цегла, люкс,1,nan,nan,40,1,5,8,nan,15400
Галицький, цегла, відмінний,1,20,64,110,3,4,4, Будівля старого Львова,38500
Личаківський,nan, відмінний,nan,nan,nan,50,2,9,10,nan,15000
Личаківський, цегла, люкс,2,22,45,97,3,2,4,nan,34600
Франківський, цегла, відмінний,nan,17,30,68,2,10,10,nan,25000
Шевченківський, цегла, відмінний,1,15,41,56,2,7,12,nan,22000
Франківський,nan, відмінний,1,nan,nan,50,2,2,2,nan,11500
Галицький,nan, люкс,1,nan,nan,43,1,3,9,nan,17000
Шевченківський,nan,nan,nan,nan,nan,60,2,2,10,nan,21200
Сихівський,nan, відмінний,nan,nan,nan,44,1,6,10,nan,23100
Личаківський,nan, люкс,1,13,35,65,2,5,10,nan,17300
Шевченківський, цегла, відмінний,nan,17,23,40,1,5,7,nan,14000
Франківський,nan, відмінний,1,12,25,62,2,6,11,nan,615000
Галицький, цегла, люкс,1,nan,nan,92,3,4,5,nan,38500
Личаківський, цегла, відмінний,2,25,65,92,3,4,5,nan,38500
Сихівський,nan, відмінний,1,10,20,70,3,2,9, Чешка,4300
Сихівський,nan,nan,nan,nan,nan,30,1,4,4,nan,4600
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Залізничний, цегла, середній,nan,6,30,62,2,2,5, Хрущовка,9500
Галицький,nan,nan,nan,nan,nan,48,2,4,5,nan,12000
Шевченківський,nan, люкс,2,nan,nan,45,1,9,13,nan,14000
Шевченківський, залізобетон, люкс,1,20,40,78,2,2,6,nan,27000
Личаківський,nan,nan,nan,nan,nan,40,2,4,5,nan,13500
Сихівський, цегла,nan,2,10,45,67,3,6,12, Чешка,11000
Франківський,nan,nan,nan,nan,nan,20,1,2,2,nan,10000
Галицький,nan, відмінний,1,nan,nan,110,3,4,4,nan,22000
Франківський,nan, люкс,nan,nan,nan,644,1,3,8,nan,27000
Галицький, цегла, люкс,1,nan,nan,80,2,2,6,nan,19300
Франківський, цегла, відмінний,1,15,29,46,1,2,7,nan,12000
Франківський, цегла, люкс,1,12,38,60,2,2,5, Сталінка,15000
Личаківський,nan,nan,nan,nan,nan,85,3,3,5,nan,28900
Сихівський,nan,nan,nan,nan,nan,45,1,2,5,nan,13000
Залізничний,nan,nan,nan,nan,nan,60,3,5,5,nan,17300
Галицький,nan,nan,nan,nan,nan,38,1,3,3,nan,12000
Залізничний,nan,nan,nan,nan,nan,55,2,8,10,nan,16000
Шевченківський,nan,nan,nan,nan,nan,45,1,2,9,nan,17300
Залізничний,nan,nan,nan,nan,nan,45,1,3,3,nan,15000
Сихівський, цегла, відмінний,2,12,55,80,4,6,9, Чешка,11000
Залізничний,nan,nan,nan,nan,nan,50,2,1,5,nan,15000
Шевченківський,nan, відмінний,nan,nan,nan,60,2,7,11,nan,23100
Шевченківський,nan,nan,nan,nan,nan,82,3,6,22,nan,28900
Сихівський, цегла, відмінний,2,nan,nan,50,1,2,9,nan,3500
Сихівський, цегла, відмінний,2,nan,nan,55,2,2,9,nan,3500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
